Ori_x,Ori_y,Ori_z,Ori_w,Pos_x,Pos_y,Pos_z,Obj_Pos_x,Obj_Pos_y,Obj_Pos_z,Label
0.0,0.707107,0.0,0.707107,-0.060729,-0.365415,0.968877,0.087844,-0.414259,0.674989,0
0.015386,0.706263,-0.007668,0.70774,0.043348,-0.396597,0.851672,-0.056578,-0.483584,0.67499,0
0.0,0.707107,0.0,0.707107,0.053622,-0.402054,1.089204,-1e-06,-0.399998,0.674989,0
-0.127661,0.695573,0.129297,0.695099,0.007756,-0.393121,0.87636,0.126814,-0.744724,0.67499,0
0.021378,0.704634,-0.023488,0.70886,-0.001442,-0.36163,0.895841,-0.044831,-0.421826,0.64356,0
-0.0,0.707107,-0.0,0.707107,-0.034984,-0.427859,1.053666,-1e-06,-0.399998,0.674989,0
-0.0,0.707107,-0.0,0.707107,-0.003559,-0.386549,1.068021,-1e-06,-0.399998,0.674989,0
0.000851,0.707009,0.001873,0.707201,-0.030515,-0.416567,1.024675,-0.000633,-0.401832,0.674458,0
0.004732,0.707552,0.000118,0.706645,0.013681,-0.407226,0.958872,-0.000272,-0.406351,0.66026,1
-0.010389,0.705442,0.012456,0.708582,0.035952,-0.360022,0.958568,0.003303,-0.364072,0.661615,0
-0.0,0.707107,-0.0,0.707107,-0.040218,-0.375853,1.084041,-1e-06,-0.399998,0.674989,0
-0.031998,0.706243,0.032362,0.706506,-0.02393,-0.348514,0.927543,0.00194,-0.372581,0.661869,1
-0.058272,0.704422,0.06615,0.704285,0.044865,-0.44988,0.837365,-0.086375,-0.377875,0.67499,0
0.001434,0.706935,-0.000357,0.707277,-0.008187,-0.375256,1.016102,0.000367,-0.385327,0.676795,1
-0.058754,0.70381,0.061162,0.705307,0.021016,-0.365585,0.92527,0.015199,-0.369277,0.672063,1
-0.000208,0.706458,0.002656,0.70775,-0.039044,-0.394893,0.981432,0.000448,-0.401523,0.669609,1
0.02056,0.706261,-0.017333,0.70744,0.014217,-0.37929,0.892382,0.055606,-0.380641,0.649803,0
-0.002782,0.707137,0.007938,0.707027,0.019596,-0.462016,0.891007,-0.109965,-0.453737,0.674977,0
0.020663,0.706844,-0.009486,0.707004,-0.000319,-0.448096,0.912746,0.001725,-0.389836,0.651779,0
0.006987,0.707642,-0.002572,0.706532,0.015176,-0.396152,0.94931,-0.000394,-0.404035,0.662786,1
